tstidn,expidn,unique,agepar,region,expsit,gender,poccup,religr,politr,pedlev,fedlev,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crt1ty,crt2ty,crt3ty,crt4ty,crt5ty,crt6ty,crt7ty,crt1co,crt2co,crt3co,crt4co,crt5co,crt6co,crt7co,crtsco,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,num1nu,num2nu,num3nu,num1rf,num2rf,num3rf,num1di,num2di,num3di,relitx,politx,crt1tx,crt2tx,crt3tx,crt4tx,crt5tx,crt6tx,crt7tx,num1tx,num2tx,num3tx,expidt,timest
610,613,1 UN,18,13,6 SA,2 MA,1 ST,5 AG,1 LW,4 EU,6 PG,2,2,2,1,4,1,1,1,4,2,3,4,4,4,3,2,1,3,3,4,3,1,1,1,2,1,2,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1,1,0,6,3,1,2,3,3,1,3,4,1,1,3,1,5,5,4,5,5000000,900,120,8367790,881,155,3367790,19,35,Agnóstico,De izquierda pero no de algún partido concreto,5 pesos,5 minutos,47 horas,en segundo lugar,8,Emilio,3,5 millones,900 pesos aproximado,120,00613,13/12/2023 12:37:59
611,614,1 UN,20,13,6 SA,1 FE,1 ST,4 NO,5 NO,4 EU,6 PG,3,2,2,2,3,2,3,3,3,3,2,4,3,3,3,3,3,3,3,4,4,3,2,2,3,3,2,0,0,0,1,0,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,1,4,3,2,3,3,3,3,3,4,3,3,4,4,3,4,NR,860,30,8367790,881,155,-88,21,125,no estoy de acuerdo con alguna religión predeterminada,de ningun partido y no conozco a nadie que me represente en totalidad,10 pesos,100 minutos,24 horas,primer lugar,7 ovejas vivas,no lo sé,no lo sé,no  lo sé,860 pesos aprox,30 o menos,00614,13/12/2023 12:34:00
612,615,1 UN,19,13,6 SA,1 FE,1 ST,5 AG,8 NR,4 EU,6 PG,3,2,1,1,3,3,1,3,4,1,3,4,2,4,3,2,3,5,3,4,4,1,1,1,4,4,1,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1,1,0,6,1,1,1,2,3,2,4,3,1,4,5,3,5,5,5,5,NR,850,NR,8367790,881,155,-88,31,-88,agnóstica,ignorante,5 pesos,5 minutos,47 horas ?,segundo lugar,ocho,emilio,9 m3,alrededor de la mitad de la población del país,alrededor de 850 por el momento ?,ni idea,00615,13/12/2023 12:32:56
613,616,1 UN,20,13,6 SA,3 NB,1 ST,4 NO,1 LW,4 EU,3 ET,1,2,2,1,1,1,1,1,4,3,4,3,4,3,4,3,1,3,3,4,2,1,1,1,1,2,1,1,0,0,0,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,1,1,1,1,3,3,4,1,2,4,2,1,4,3,1,5,7500000,800,NR,8367790,881,155,867790,81,-88,"Antes era adventista, ahora nada","Izquierdas, Gladys Marín y Pedro Lemebel",10 pesos,No me gusta la matemática,24 horas,En segundo lugar,8,Emilio,27m2,Creo que 7 u 8 millones,800 y algo,No lo sé,00616,13/12/2023 12:28:42
614,617,1 UN,21,13,6 SA,2 MA,1 ST,5 AG,1 LW,4 EU,6 PG,1,4,1,2,3,4,1,2,4,4,4,4,4,4,3,3,3,3,3,3,3,2,1,3,2,3,2,0,0,0,1,0,3,4,4,3,3,4,1,0,1,1,0,0,1,0,3,1,1,1,2,2,2,3,1,4,1,2,1,5,4,4,5,5000000,832,125,8367790,881,155,3367790,49,30,agnostico,izquierda/centro izquierda,10 pesos,5 minutos,47,primero,7,emilio,24,5 millones de personas,832,125,00617,13/12/2023 12:47:33
615,618,1 UN,19,13,6 SA,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,2,2,3,3,3,3,3,4,4,3,4,4,1,1,3,3,3,4,3,4,4,1,1,1,3,2,1,0,0,0,1,0,4,3,3,4,4,4,3,1,0,0,1,1,1,0,4,3,1,1,1,4,3,4,3,1,3,3,3,5,4,2,5,8000000,800,116,8367790,881,155,367790,81,39,Ateo,Izquierda,5,100 minutos,24,segundo,8,Emilio,27,8000000,800,116,00618,13/12/2023 12:34:59
616,619,1 UN,19,13,6 SA,1 FE,1 ST,2 CR,2 CE,4 EU,2 EM,1,1,1,4,3,1,1,1,3,2,1,4,4,3,3,2,2,3,3,4,3,2,1,2,3,3,1,0,0,0,1,0,3,4,3,3,3,4,1,0,1,0,0,0,1,0,2,2,2,1,5,5,4,3,3,1,4,4,1,3,1,4,5,2000000,820,144,8367790,881,155,6367790,61,11,cristiana ,centro ,10,5 minutos,24,1,7,Emilio ,3,2000000,820,144,00619,13/12/2023 12:32:35
617,620,1 UN,20,13,6 SA,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,1,1,2,4,3,2,1,1,4,3,3,3,4,3,3,2,2,3,3,4,4,3,1,2,3,2,2,0,0,0,0,0,3,4,4,4,3,4,1,0,1,1,1,0,1,0,4,2,1,2,4,2,2,4,2,1,1,3,2,4,4,4,5,2000000,820,40,8367790,881,155,6367790,61,115,ateo,centro-izquierda,10,5 minutos,47 horas,segundo,7,emilio,3,2000000,820,40,00620,13/12/2023 12:32:31
618,621,1 UN,22,13,6 SA,3 NB,1 ST,3 OT,1 LW,4 EU,4 EU,2,3,1,2,3,1,2,2,3,3,4,4,4,4,3,2,1,2,3,2,1,3,1,1,1,2,1,0,0,0,1,0,4,3,3,3,4,4,3,1,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,5,3000000,800,110,8367790,881,155,5367790,81,45,estoy en exploración,"Tomás Vodanovic, centro izquierda",5,100,24,primero,8,emilio,27,3000000,800,110,00621,13/12/2023 12:55:57
619,622,1 UN,21,13,6 SA,3 NB,1 ST,5 AG,1 LW,4 EU,3 ET,2,1,1,1,2,1,1,3,4,3,2,4,2,4,3,3,2,5,4,5,3,3,1,2,2,2,1,0,0,0,1,0,3,3,3,3,1,4,3,0,0,0,0,0,1,0,1,1,1,1,1,3,1,3,1,2,1,2,1,5,4,2,5,7000000,770,55,8367790,881,155,1367790,111,100,agnóstico,"centroizquierda a izquierda, aún no sé bien",10,100,24,primer,810,emilio,27,7000000,770,55,00622,13/12/2023 12:52:33
620,623,1 UN,21,13,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,4 EU,1,1,1,2,2,1,2,2,4,4,4,4,4,3,3,2,2,3,3,4,3,1,1,1,1,2,1,0,0,0,1,0,4,4,3,4,4,4,3,1,1,0,1,1,1,0,5,2,3,1,1,3,2,4,1,4,4,2,4,5,5,4,5,3000000,890,40,8367790,881,155,5367790,9,115,"Atea, sin embargo sí creo en temas como energías, manifestaciones, etc.",Izquierda (socialista),5 pesos,5 minutos,24 horas,segundo lugar,8,Emilio,27 metros cúbicos,3000000,890 pesos,40,00623,13/12/2023 12:44:50
621,624,1 UN,28,13,6 SA,2 MA,1 ST,4 NO,3 RW,4 EU,4 EU,1,1,1,1,2,2,2,1,4,4,4,4,4,2,5,5,1,4,1,4,4,1,1,1,1,1,1,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,1,1,1,1,2,1,2,1,1,3,2,2,3,5,2,5,9000000,950,147,8367790,881,155,632210,69,8,No tengo,Conservador con aceptación de ideas progresistas,5,5 minutos,47 horas,Segundo,8,Emilio,27,9 millones,950,147,00624,13/12/2023 12:55:19
622,625,1 UN,19,13,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,4 EU,3,1,1,1,1,2,1,3,4,2,4,4,4,3,3,2,3,4,3,4,4,1,1,1,2,3,1,0,0,0,1,0,4,3,1,4,4,3,3,1,0,0,1,1,0,0,3,1,2,1,3,4,4,3,1,1,1,2,3,5,5,4,5,3000000,893,138,8367790,881,155,5367790,12,17,ateo,pc(ap),5 pesos,100 minutos,7 horas,segundo lugar,8,julio,27,3 millones,893,138,00625,13/12/2023 12:53:40
623,626,1 UN,19,13,6 SA,2 MA,1 ST,1 CA,3 RW,4 EU,4 EU,2,1,3,2,2,1,1,2,1,2,4,4,3,3,3,2,1,3,3,9,3,1,1,1,2,1,1,0,0,0,0,0,4,3,3,3,3,4,1,1,0,0,0,0,1,0,2,3,4,3,2,3,3,1,1,1,1,4,2,4,5,3,5,8000000,870,155,8367790,881,155,367790,11,0,Católica,liberal,5 pesos,100 minutos,24 horas,primero,7 ovejas,Emilio,9 metros cúbicos,8 millones,870,155,00626,13/12/2023 13:02:54
624,627,1 UN,19,13,6 SA,1 FE,1 ST,1 CA,1 LW,4 EU,3 ET,3,1,3,1,4,2,2,3,4,2,4,4,4,4,2,1,1,3,4,2,1,1,1,1,1,1,1,0,0,0,1,0,1,3,3,4,4,4,1,0,0,0,1,1,1,0,3,1,2,3,2,1,1,2,3,3,2,3,2,4,5,1,5,100000,950,12,8367790,881,155,8267790,69,143,Catolica,Camila Vallejos,1,100,24,segundo lugar,8,Emilio,21,100000,950,12,00627,13/12/2023 13:05:22
625,628,1 UN,33,6,6 SA,2 MA,1 ST,6 AT,1 LW,8 NR,6 PG,2,2,2,2,3,2,4,2,4,4,2,4,4,4,3,2,2,4,3,4,3,2,1,2,2,3,2,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,2,1,2,2,3,3,3,1,1,2,2,1,5,4,4,5,100000,900,120,8367790,881,155,8267790,19,35,ateo,izquierda,5,5 minutos,47,2,8,Emilio,27,100000,900,120,00628,13/12/2023 12:47:38
626,629,1 UN,25,13,6 SA,1 FE,1 ST,3 OT,1 LW,4 EU,2 EM,2,1,1,4,4,4,1,4,3,4,4,4,4,4,3,3,3,5,4,5,4,1,1,1,1,2,1,0,0,0,0,0,3,3,3,4,3,4,1,0,0,0,1,0,1,0,2,1,3,1,3,4,1,1,3,1,1,4,1,5,5,5,5,7000000,900,132,8367790,881,155,1367790,19,23,budismo,comunismo,10,100 min,24 h,segundo lugar,7,emilio,12,7 millones aprox,900 aprox,132 aprox ,00629,13/12/2023 12:58:53
627,630,1 UN,20,13,6 SA,2 MA,1 ST,3 OT,1 LW,4 EU,6 PG,1,1,1,1,3,1,1,1,4,4,4,4,4,4,3,3,2,4,3,5,5,3,1,2,3,3,4,0,0,0,0,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,1,1,1,2,5,3,2,1,2,3,3,3,5,5,5,5,7000000,800,100,8367790,881,155,1367790,81,55,"Pienso que sí existe algo que trasciende nuestra vida individual, sin embargo no sé si este algo posea consciencia, si es así no creo que está centre su existencia en nosotros como humanos. Creo que la existencia del ser (nosotros) es algo insignificante (esto no es necesariamente malo)",Tengo una tendencia a la izquierda (creo que es lo que más se ajusta a mi manera de pensar),5 pesos,5 minutos,47 horas,segundo lugar,8 ovejas,Emilio,27 metros cúbicos ,7 millones,800 pesos,100,00630,13/12/2023 13:01:13
628,631,1 UN,18,13,6 SA,1 FE,1 ST,4 NO,5 NO,4 EU,3 ET,3,1,1,2,1,1,2,1,2,1,4,4,4,4,3,4,2,4,5,3,5,1,1,1,2,1,1,0,0,0,0,0,1,3,3,3,4,3,1,0,0,0,0,1,0,0,1,3,5,3,1,3,3,3,3,1,1,5,1,5,5,4,5,5000000,800,12,8367790,881,155,3367790,81,143,ningunq,ninguna,cero,1:40min24,24hrs,primero,8,JUlio,9,5millones,800,12,00631,13/12/2023 12:54:32
629,632,1 UN,19,13,6 SA,2 MA,1 ST,6 AT,2 CE,4 EU,6 PG,2,1,2,1,1,1,1,2,4,2,4,3,3,3,3,3,4,4,3,3,2,2,1,2,2,2,1,0,0,0,1,0,3,3,4,4,4,4,3,0,0,1,1,1,1,0,4,3,1,3,4,3,3,2,3,1,1,3,1,4,4,3,5,1500000,870,252,8367790,881,155,6867790,11,97,ateo,centro,10 pesos,100 minutos,47 horas,segundo lugar,8,Emilio,27 metros cubicos,1500000,870 pesos,252,00632,13/12/2023 13:04:11
630,633,1 UN,20,13,6 SA,2 MA,1 ST,3 OT,1 LW,4 EU,2 EM,2,3,1,2,4,3,2,4,3,4,2,3,3,3,3,3,2,4,2,4,5,2,1,3,3,2,2,0,0,0,0,1,3,3,4,4,3,4,3,0,0,1,1,0,1,0,3,3,3,3,4,4,2,4,2,2,2,4,4,4,2,4,5,7000000,890,105,8367790,881,155,1367790,9,50,budista,martin luther king,10 pesos,100 minutos,47 horas,2do lugar,7 ovejas,Emilio ,27 metros cúbicos,7 millones,890 pesos ,105,00633,13/12/2023 13:34:34
631,634,1 UN,20,13,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,2 EM,2,1,2,3,3,3,3,2,4,4,4,4,4,4,3,3,1,3,3,4,2,1,1,2,2,2,1,0,0,0,1,0,3,4,3,3,4,4,3,0,1,0,0,1,1,0,3,3,5,2,3,3,2,3,2,3,4,3,3,5,4,3,5,10000000,900,50,8367790,881,155,1632210,19,105,atea,de izquierda,10 pesos,5 minutos,24 horas,1ero,8,emilio,27,10 millones,900,50,00634,13/12/2023 13:39:58
632,635,1 UN,19,13,6 SA,3 NB,1 ST,6 AT,1 LW,4 EU,4 EU,2,2,1,1,3,2,1,3,4,4,4,4,4,4,3,3,2,5,2,4,3,2,1,2,2,3,1,0,0,0,0,1,3,3,1,4,4,4,3,0,0,0,1,1,1,0,3,1,1,1,4,4,1,3,1,3,2,1,1,5,3,5,5,3600000,850,120,8367790,881,155,4767790,31,35,Atea,"Tendencias de izquierda, quizás socialismo",10,100 minutos,36,2do lugar,8,Emilio,3m^3,3600000,850,120,00635,13/12/2023 13:28:28
633,636,1 UN,21,13,6 SA,3 NB,1 ST,5 AG,1 LW,4 EU,2 EM,1,1,1,1,2,1,1,1,2,2,2,4,3,4,3,2,1,3,1,3,3,2,1,1,3,2,1,0,0,0,0,0,4,4,4,4,3,4,3,1,1,1,1,0,1,0,5,3,1,1,1,4,3,1,5,4,3,3,3,5,5,4,5,2000000,1000,54,8367790,881,155,6367790,119,101,agnostico,izquierda,5 pesos,5 minutos,47 horas,Segundo,7,Emilio,27,2000000,1000 pesos,54,00636,13/12/2023 13:29:00
634,637,1 UN,22,13,6 SA,2 MA,1 ST,5 AG,3 RW,4 EU,4 EU,4,1,1,2,4,4,2,2,2,2,4,4,4,4,2,4,3,4,3,3,4,2,1,1,1,2,1,0,0,0,1,0,3,4,4,4,4,4,1,0,1,1,1,1,1,0,5,1,1,1,2,3,2,2,1,1,2,3,3,5,4,2,5,8000000,860,100,8367790,881,155,367790,21,55,"Agnóstico, es decir, no soy creyente ni tampoco ateo.",No me identifico con ningún partido. Me considero libertario; defiendo la libertad siempre y cuando se respete al otro (no soy conservador ni de derecha).,10,5,47,segundo lugar,8,Emilio,3,8000000,860,100,00637,13/12/2023 13:34:52
635,638,1 UN,20,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,1,1,1,2,3,1,1,1,3,3,2,4,4,4,3,2,1,3,2,5,4,1,1,1,1,2,1,1,0,0,0,0,3,3,3,3,3,4,3,0,0,0,0,0,1,0,1,3,1,1,1,3,4,4,1,2,4,1,4,5,5,3,5,5000000,900,100,8367790,881,155,3367790,19,55,"Agnóstica, pero fui criada en una familia católica","De Izquierda, socialista",10 pesos,100 minutos,24 horas,Primer lugar,7,Emilio,27 metros cubicos,5 millones,900 pesos,Más de 100,00638,13/12/2023 13:20:56
636,639,1 UN,20,13,6 SA,2 MA,1 ST,4 NO,5 NO,4 EU,6 PG,2,3,3,2,3,2,2,4,4,4,4,4,4,4,3,4,3,5,5,5,5,2,1,2,3,2,1,0,0,0,1,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,3,4,2,3,4,2,4,2,3,2,3,3,5,5,2,5,8000000,800,NR,8367790,881,155,367790,81,-88,no pertenezco a ninguna religión,no estoy muy informado políticamente,5 pesos,5 minutos,47 horas,segundo lugar,8 ovejas,Emilio,0 metros cúbicos de tierra,8 millones,800 pesos,no sé,00639,13/12/2023 13:50:29
637,640,1 UN,19,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,3 ET,3,3,2,2,3,4,1,3,4,1,4,4,4,4,3,2,4,5,4,5,5,1,1,1,3,3,1,0,0,0,0,0,4,1,3,4,4,4,3,1,0,0,1,1,1,0,4,3,4,4,2,5,4,5,4,4,5,5,5,5,5,5,5,200000,850,20,8367790,881,155,8167790,31,135,soy agnóstica ,"me considero una persona de izquierda, muy clara con sus convicciones y que no suele ir cambiando de ideales ",5,una hora 40 minutos,24 horas,en segundo lugar,8,Emilio,27 metros cúbicos ,como 200.000(?,como 850 pesos chilenos,20y tantos,00640,13/12/2023 13:38:56
638,641,1 UN,20,13,6 SA,2 MA,1 ST,5 AG,1 LW,4 EU,6 PG,3,2,2,2,1,2,2,2,4,4,4,4,4,4,3,3,2,3,2,4,3,1,1,2,3,2,1,0,0,0,0,1,4,3,4,4,4,4,3,1,0,1,1,1,1,0,5,1,1,1,2,2,1,3,1,1,1,1,1,5,5,1,5,6750000,875,155,8367790,881,155,1617790,6,0,Agnóstico ,izquierda,5,100 minutos (depnde si cada uno hace un collar o se dividen el proceso productivo),47 horas,segundo,8,Emilio,27 metros cubicos,"6,5-7 millones",850-900,155,00641,13/12/2023 13:42:12
639,642,1 UN,20,13,6 SA,2 MA,1 ST,6 AT,1 LW,4 EU,3 ET,1,2,1,2,3,2,2,1,4,3,3,4,3,3,3,2,3,3,3,4,4,2,1,2,2,3,1,0,0,0,1,0,4,4,3,4,3,3,3,1,1,0,1,0,0,0,3,3,5,3,3,3,2,4,2,4,2,2,3,5,5,4,5,18000000,850,60,8367790,881,155,9632210,31,95,ateo,izquierda,5 pesos,5 minutos,24 horas,segundo lugar,7 ovejas,Julio,27,18 millones,850 pesos,60,00642,13/12/2023 13:45:29
640,643,1 UN,19,13,6 SA,1 FE,1 ST,6 AT,1 LW,2 EM,6 PG,1,2,1,2,1,1,2,1,4,2,4,3,4,2,3,4,3,4,3,5,5,2,2,1,3,2,1,0,0,0,1,0,3,4,4,4,4,4,1,0,1,1,1,1,1,0,5,3,4,2,3,4,4,4,3,3,3,4,4,5,5,2,5,17000000,800,50,8367790,881,155,8632210,81,105,Atea,Centro izquierda,10 pesos,5 minutos,47 horas,segundo lugar,8 ovejas,Emilio,27 metros,17 millones,800 pesos,50,00643,13/12/2023 13:46:20
641,644,1 UN,18,13,6 SA,2 MA,1 ST,8 NR,8 NR,4 EU,4 EU,2,1,1,1,2,2,1,3,3,4,4,4,3,2,4,2,1,4,1,3,3,4,1,1,1,1,1,0,0,0,1,0,3,1,3,3,4,4,2,0,0,0,0,1,1,0,2,3,5,2,3,2,3,4,2,3,3,3,3,4,4,1,5,7000000,900,74,8367790,881,155,1367790,19,81,NR,NR,10,50 min,24 hrs,primero,8,Emilio,NR,7000000,900,74,00644,13/12/2023 13:52:46
642,645,1 UN,18,13,6 SA,1 FE,1 ST,6 AT,1 LW,4 EU,2 EM,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3,2,2,2,2,3,3,1,1,2,2,2,1,0,0,0,0,0,3,3,3,3,3,4,3,0,0,0,0,0,1,0,1,2,3,1,3,3,3,3,2,1,1,4,1,5,4,3,5,7000000,950,120,8367790,881,155,1367790,69,35,atea,centro izquierda,10,100 minutos,24 horas,primer lugar,7 ovejas,emilio,27 metros cubicos,7 millones,950 pesos,120,00645,13/12/2023 13:42:02
643,646,1 UN,23,13,6 SA,1 FE,4 TC,6 AT,1 LW,4 EU,6 PG,1,1,2,2,3,2,2,1,4,3,4,4,3,3,3,2,2,4,2,4,2,1,1,1,1,1,1,0,0,0,1,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,3,4,2,2,2,4,4,4,2,2,2,2,4,4,5,4,8000000,800,150,8367790,881,155,367790,81,5,Atea,Izquierda,5 pesos,5 minutos,47 horas,en segundo lugar,8 obejas vivas,Emilio,27 metros cubicos,8 millones de personas,800,150,00646,13/12/2023 13:45:21
644,647,1 UN,19,13,6 SA,1 FE,1 ST,5 AG,1 LW,4 EU,2 EM,1,1,1,1,2,1,1,2,3,2,3,3,2,3,3,2,1,3,2,3,3,2,1,2,1,2,1,0,0,0,0,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,2,2,2,2,3,3,3,3,4,2,2,3,5,4,4,5,5000000,800,40,8367790,881,155,3367790,81,115,agnóstica,tendencia a la izquierda,10 pesos,100 minutos,24 horas,segundo lugar,8 ovejas,emilio,27 metros cúbicos,5 millones,800 pesos,40,00647,13/12/2023 13:43:41
645,648,1 UN,24,13,6 SA,1 FE,1 ST,6 AT,1 LW,5 PT,4 EU,1,1,1,1,2,2,1,1,2,2,2,2,2,3,4,3,2,3,3,5,3,3,1,1,1,1,3,1,0,0,0,0,3,3,3,3,3,4,2,0,0,0,0,0,1,0,1,3,3,4,4,4,4,3,5,4,3,4,2,5,5,1,5,8000000,875,NR,8367790,881,155,367790,6,-88,atea,izquierda,10 pesos,100 minutos,24 hrs,primero,7,Emilio,NR,8 millones,850-900,NR,00648,13/12/2023 13:51:26
646,649,1 UN,20,13,6 SA,2 MA,1 ST,5 AG,1 LW,4 EU,3 ET,3,1,2,4,3,2,3,2,4,4,4,4,4,3,3,3,2,4,2,3,2,4,1,1,2,2,2,0,0,0,0,0,4,4,3,4,4,4,3,1,1,0,1,1,1,0,5,2,1,1,2,3,3,3,2,1,2,1,1,4,4,2,5,10000000,850,50,8367790,881,155,1632210,31,105,Agnosticismo práctico,Centro-izquierda,5,5,24 horas,Segundo lugar,8,Emilio,27 metros cúbicos,10000000,850~,50~,00649,13/12/2023 13:51:51
647,650,1 UN,21,13,6 SA,1 FE,1 ST,3 OT,1 LW,4 EU,2 EM,1,1,1,1,1,2,1,2,4,2,1,1,2,3,5,5,4,5,5,5,5,2,1,2,2,3,1,0,0,0,1,0,3,1,1,4,4,4,1,0,0,0,1,1,1,0,3,3,2,1,1,4,3,5,1,2,2,4,5,4,4,1,5,8000000,850,40,8367790,877,155,367790,27,115,"Creo en dios, pero no creo en ninguna iglesia ni religión.",Centro izquierda ,10 pesos,50 minutos,58 horas,segundo lugar,8 ovejas ,Emilio,un metro cúbico ,8 millones,850 pesos,40,00650,14/12/2023 10:28:21
648,651,1 UN,27,13,6 SA,1 FE,1 ST,4 NO,5 NO,4 EU,2 EM,3,2,3,3,2,1,1,2,3,3,2,3,3,2,3,4,3,5,3,5,5,2,1,2,3,3,2,0,0,0,1,0,3,3,3,4,3,3,1,0,0,0,1,0,0,0,1,2,1,2,1,4,3,3,2,1,1,2,1,4,3,4,5,11000000,900,120,8367790,877,155,2632210,23,35,NO TENGO,NO TENGO,10,100 MINUTOS,24,SEGUNDO,7,JULIO,9,11000000,900 APROX,120,00651,14/12/2023 10:28:52
649,652,1 UN,20,13,6 SA,2 MA,1 ST,3 OT,2 CE,4 EU,3 ET,1,1,2,4,3,3,2,4,4,4,4,4,4,4,5,4,2,3,2,3,4,1,1,1,2,3,2,0,0,0,1,0,3,4,4,4,4,4,4,0,1,1,1,1,1,1,6,1,1,1,1,2,1,3,1,1,1,1,1,5,4,5,5,3000000,875,40,8367790,877,155,5367790,2,115,"Creencia en un dios, sin embargo, la existencia de este mismo no contradice planteamientos teóricos científicos. Por lo que es un guía ético-moral.","No soy capaz de discriminar las ideas con suficiente claridad como para definirme, sin embargo, coincido con ideas de izquierda y algunas de derecha",10 pesos,5 minutos,47 horas,segundo lugar,8 ovejas,Emilio,"Ninguno, porque es un hoyo sin tierra.",~3.000.000,875 clp,40?,00652,14/12/2023 10:37:11
650,653,1 UN,29,13,6 SA,2 MA,6 OT,4 NO,1 LW,5 PT,6 PG,2,2,3,2,2,3,2,3,4,3,4,4,4,3,4,4,4,4,4,5,5,3,1,1,3,3,2,0,0,0,0,0,3,1,3,4,1,4,1,0,0,0,1,0,1,0,2,3,4,2,3,4,5,5,3,3,3,5,5,5,5,1,5,2000000,900,120,8367790,877,155,6367790,23,35,ninguna ,socialista ,10,105 min,24,segundo ,ninguna,emilio ,18,2 millones ,900,120,00653,14/12/2023 10:47:37
651,654,1 UN,27,13,6 SA,1 FE,6 OT,1 CA,1 LW,4 EU,3 ET,1,1,1,1,2,1,2,1,3,2,4,4,3,3,3,3,3,5,4,5,4,3,1,1,1,1,1,0,0,0,1,0,3,4,3,4,4,4,1,0,1,0,1,1,1,0,4,2,3,2,1,3,3,4,2,3,3,4,5,4,5,3,5,5000000,980,20,8367790,877,155,3367790,103,135,Católica,Boric,10 pesos,5 minutos,24 horas,Segundo lugar,8,Emilio,3,5000000,980 pesos aprox,20,00654,14/12/2023 10:49:50
652,655,1 UN,19,13,6 SA,1 FE,1 ST,3 OT,1 LW,4 EU,2 EM,2,2,3,3,3,3,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,1,1,1,2,2,2,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,3,3,4,4,4,4,4,1,3,3,3,4,4,4,5,7000000,860,60,8367790,877,155,1367790,17,95,Creyente levemente,Centro izquierda,10 pesos,100 minutos,24 horas,segundo,8,Emilio,3,7000000,860 pesos,60,00655,14/12/2023 10:56:30
653,656,1 UN,21,13,6 SA,1 FE,1 ST,3 OT,1 LW,4 EU,6 PG,2,1,2,3,2,2,1,1,4,3,3,3,4,3,3,3,2,3,3,4,3,2,2,2,2,2,2,0,0,0,1,1,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,4,3,2,2,3,3,3,1,3,3,2,3,5,3,3,5,3000000,900,62,8367790,877,155,5367790,23,93,"creo en una entidad superior, pero no respaldo nada en alguna religión",Me considero una mujer socialista y feminista,10,100 min,24 horas,2do lugar,8,emilio,27m3,3000000,900,62,00656,14/12/2023 11:00:57
654,657,1 UN,18,13,6 SA,1 FE,1 ST,2 CR,1 LW,4 EU,3 ET,3,2,1,2,2,2,1,1,4,4,4,4,3,2,4,3,3,5,4,5,4,2,1,1,1,2,3,1,0,0,0,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,4,3,4,4,4,3,4,1,1,2,4,2,4,3,5,20000,890,NR,8367790,877,155,8347790,13,-88,Evangélica ,Socialista,10,100,24,segundo lugar,8,Emilio,3,20000,890,No lo sé,00657,14/12/2023 11:26:18
655,658,1 UN,18,13,6 SA,1 FE,1 ST,1 CA,1 LW,4 EU,4 EU,3,2,3,2,4,3,3,3,4,3,4,4,4,2,4,4,5,5,3,5,4,2,1,2,3,3,4,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,4,3,4,4,4,4,3,3,4,3,4,4,4,4,5,1000000,1000,32,8367790,877,155,7367790,123,123,catolica pero casi nada,socialista actualmente ,10 pesos,100 minutos,24 hrs,2do lugar,8,emilio,3,mas de 1 millon,creo que 1000,32?,00658,14/12/2023 11:26:24
656,659,1 UN,23,13,6 SA,2 MA,1 ST,4 NO,1 LW,4 EU,5 PT,2,2,1,1,1,1,1,1,4,2,4,4,4,4,3,2,1,4,1,5,1,1,1,1,2,2,1,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1,1,0,6,1,1,1,1,2,1,4,1,1,1,1,2,5,5,5,5,10000000,850,120,8367790,877,155,1632210,27,35,No soy religioso ni pienso en ello.,izquierda. Los ricos no debiesen existir,5,5 minutos,47,segundo,8,Emilio,3,10 millones,850,120,00659,14/12/2023 11:37:30
